0	1.475153e-07
1000	1.847230e-07
2000	2.347323e-07
3000	2.792112e-07
4000	3.112914e-07
5000	3.387289e-07
6000	3.642595e-07
0	1.475153e-07
1000	1.847230e-07
0	1.475153e-07
1000	1.504757e-07
2000	1.504757e-07
3000	1.504757e-07
4000	1.504757e-07
5000	1.504757e-07
6000	1.504757e-07
7000	1.504757e-07
8000	1.504757e-07
9000	1.504757e-07
10000	1.504757e-07
11000	1.504757e-07
12000	1.504757e-07
13000	1.504757e-07
14000	1.504757e-07
15000	1.504757e-07
16000	1.504757e-07
17000	1.504757e-07
18000	1.504757e-07
19000	1.504757e-07
20000	1.504757e-07
21000	1.504757e-07
22000	1.504757e-07
23000	1.504757e-07
24000	1.504757e-07
25000	1.504757e-07
26000	1.504757e-07
27000	1.504757e-07
28000	1.504757e-07
29000	1.504757e-07
30000	1.504757e-07
31000	1.504757e-07
32000	1.504757e-07
33000	1.504757e-07
34000	1.504757e-07
35000	1.504757e-07
36000	1.504757e-07
37000	1.504757e-07
38000	1.504757e-07
39000	1.504757e-07
40000	1.504757e-07
41000	1.504757e-07
42000	1.504757e-07
43000	1.504757e-07
44000	1.504757e-07
45000	1.504757e-07
46000	1.504757e-07
47000	1.504757e-07
48000	1.504757e-07
49000	1.504757e-07
50000	1.504757e-07
51000	1.504757e-07
52000	1.504757e-07
53000	1.504757e-07
54000	1.504757e-07
55000	1.504757e-07
56000	1.504757e-07
57000	1.504757e-07
58000	1.504757e-07
59000	1.504757e-07
60000	1.504757e-07
61000	1.504757e-07
62000	1.504757e-07
63000	1.504757e-07
64000	1.504757e-07
65000	1.504757e-07
66000	1.504757e-07
67000	1.504757e-07
68000	1.504757e-07
69000	1.504757e-07
70000	1.504757e-07
71000	1.504757e-07
72000	1.504757e-07
73000	1.504757e-07
74000	1.504757e-07
75000	1.504757e-07
76000	1.504757e-07
77000	1.504757e-07
78000	1.504757e-07
79000	1.504757e-07
80000	1.504757e-07
0	1.475153e-07
1000	2.320472e-07
2000	3.220051e-07
3000	4.752354e-07
4000	6.563473e-07
5000	8.369515e-07
6000	1.000690e-06
0	1.475153e-07
1000	2.804364e-07
0	1.475153e-07
1000	1.475153e-07
2000	1.475153e-07
3000	1.475153e-07
4000	1.475153e-07
5000	1.475153e-07
6000	1.475153e-07
7000	1.475153e-07
8000	1.475153e-07
9000	1.475153e-07
10000	1.475153e-07
11000	1.475153e-07
12000	1.475153e-07
13000	1.475153e-07
14000	1.475153e-07
15000	1.475153e-07
16000	1.475153e-07
17000	1.475153e-07
18000	1.475153e-07
19000	1.475153e-07
20000	1.475153e-07
21000	1.475153e-07
22000	1.475153e-07
23000	1.475153e-07
24000	1.475153e-07
25000	1.475153e-07
26000	1.475153e-07
27000	1.475153e-07
28000	1.475153e-07
29000	1.475153e-07
30000	1.475153e-07
31000	1.475153e-07
32000	1.475153e-07
33000	1.475153e-07
34000	1.475153e-07
35000	1.475153e-07
0	1.475153e-07
1000	1.475153e-07
2000	1.475153e-07
3000	1.475153e-07
4000	1.475153e-07
5000	1.475153e-07
6000	1.475153e-07
7000	1.475153e-07
8000	1.475153e-07
9000	1.475153e-07
10000	1.475153e-07
11000	1.475153e-07
12000	1.475153e-07
13000	1.475153e-07
14000	1.475153e-07
15000	1.475153e-07
16000	1.475153e-07
17000	1.475153e-07
18000	1.475153e-07
19000	1.475153e-07
20000	1.475153e-07
21000	1.475153e-07
22000	1.475153e-07
23000	1.475153e-07
24000	1.475153e-07
25000	1.475153e-07
26000	1.475153e-07
27000	1.475153e-07
28000	1.475153e-07
29000	1.475153e-07
30000	1.475153e-07
31000	1.475153e-07
32000	1.475153e-07
33000	1.475153e-07
34000	1.475153e-07
35000	1.475153e-07
36000	1.475153e-07
37000	1.475153e-07
38000	1.475153e-07
39000	1.475153e-07
40000	1.475153e-07
41000	1.475153e-07
42000	1.475153e-07
43000	1.475153e-07
44000	1.475153e-07
45000	1.475153e-07
46000	1.475153e-07
47000	1.475153e-07
48000	1.475153e-07
49000	1.475153e-07
50000	1.475153e-07
51000	1.475153e-07
52000	1.475153e-07
53000	1.475153e-07
54000	1.475153e-07
55000	1.475153e-07
56000	1.475153e-07
57000	1.475153e-07
58000	1.475153e-07
59000	1.475153e-07
60000	1.475153e-07
61000	1.475153e-07
62000	1.475153e-07
63000	1.475153e-07
64000	1.475153e-07
65000	1.475153e-07
66000	1.475153e-07
67000	1.475153e-07
68000	1.475153e-07
69000	1.475153e-07
